ref|packed
localhost:5173|06-03~4,1,1,1,0 06-25~3,0,0,0,0 08-20~2,0,0,0,0 07-04~2,0,0,0,0 07-11~1,0,0,0,0 06-09~13,11,8,7,0 05-21~2,2,0,0,0 08-04~1,0,0,0,0 07-20~1,0,0,0,0 08-24~1,1,1,1,0 06-20~1,0,0,0,0 07-12~1,0,0,0,0 07-14~5,2,1,0,0 06-27~1,0,0,0,0 07-19~1,0,0,0,0 06-01~12,8,8,1,0 08-23~1,0,0,0,0 05-25~1,0,0,0,0 08-12~1,0,0,0,0 07-02~4,1,0,0,0 06-23~4,1,1,0,0 07-06~3,0,0,0,0 06-11~8,2,1,1,0 07-09~3,1,1,1,0 06-28~1,0,0,0,0 07-30~1,0,0,0,0 05-03~1,0,0,0,0 05-31~1,0,0,0,0 05-13~1,0,0,0,0 2026-07~10,6,4,4,0 07-03~2,0,0,0,0 05-26~1,0,0,0,0 06-08~9,4,4,2,0 07-10~3,0,0,0,0 05-29~4,2,1,0,0 06-14~1,0,0,0,0 06-12~3,0,0,0,0 07-17~2,1,1,1,0 06-02~3,0,0,0,0 05-22~1,1,0,0,0 2026-08~4,3,3,2,0 2026-09M~4,1,1,1,0 07-28~1,0,0,0,0 06-30~4,0,0,0,0 05-05~2,0,0,0,0 08-18~2,1,0,0,0 05-28~3,0,0,0,0 08-11~1,0,0,0,0 07-31~2,0,0,0,0 06-29~2,1,1,0,0 08-21~2,1,0,0,0 09-01~3,1,1,1,0 08-19~3,1,0,0,0 09-02~3,0,0,0,0 05-15~2,0,0,0,0 2026-09~4,1,1,1,0 07-29~2,1,0,0,0 2026-06M~12,8,8,1,0 05-20~2,1,0,0,0 07-21~1,0,0,0,0 05-14~2,0,0,0,0 06-16~2,0,0,0,0 07-22~2,0,0,0,0 08-13~1,0,0,0,0 05-06~3,0,0,0,0 08-05~1,0,0,0,0 08-17~1,0,0,0,0 all~41,29,26,15,0 2026-06~35,25,22,12,0 06-26~4,0,0,0,0 08-10~1,1,1,0,0 06-19~2,0,0,0,0 07-01~2,1,0,0,0 07-18~1,0,0,0,0 07-05~2,0,0,0,0 07-23~2,0,0,0,0 05-07~2,0,0,0,0 06-24~3,1,1,1,0 05-19~3,0,0,0,0 07-07~3,0,0,0,0 05-11~1,0,0,0,0 06-17~3,1,1,1,0 08-22~1,0,0,0,0 07-13~4,2,2,2,0 06-06~1,0,0,0,0 05-27~3,2,0,0,0 06-04~5,1,1,1,0 2026-05M~1,0,0,0,0 05-02~1,0,0,0,0 05-30~1,0,0,0,0 2026-07M~4,1,0,0,0 06-05~2,0,0,0,0 2026-05~5,3,1,0,0 08-06~2,2,2,2,0 07-27~2,0,0,0,0 05-01~1,0,0,0,0 06-15~6,1,1,0,0 07-24~2,1,0,0,0 06-21~1,0,0,0,0 08-31~3,1,1,0,0 05-04~2,0,0,0,0 08-03~1,0,0,0,0 07-08~3,0,0,0,0 06-10~10,4,4,4,0 07-16~1,0,0,0,0 06-18~3,0,0,0,0 05-18~2,1,0,0,0 06-22~4,1,0,0,0
m-profile.fortunejackpartners.com|05-11~1,1,0,0,0 06-17~1,0,0,0,0 2026-05~3,3,0,0,0 2026-06M~1,0,0,0,0 05-05~1,1,0,0,0 07-14~2,2,0,0,0 all~9,9,4,0,0 07-10~1,1,0,0,0 06-08~1,0,0,0,0 05-04~1,1,0,0,0 2026-08~1,1,1,0,0 07-20~1,1,0,0,0 07-17~1,1,0,0,0 06-04~2,0,0,0,0 06-02~1,0,0,0,0 2026-07~2,2,1,0,0 06-05~1,0,0,0,0 06-09~1,1,0,0,0 07-07~1,1,0,0,0 07-13~1,1,0,0,0 07-16~2,2,1,0,0 2026-06~3,3,2,0,0 07-06~1,0,0,0,0 05-14~1,1,0,0,0 07-09~1,1,0,0,0 06-03~2,1,1,0,0 07-08~1,1,0,0,0 06-18~1,1,1,0,0 05-06~1,1,0,0,0 08-06~1,1,1,0,0
m.facebook.com|08-18~30,5,3,1,0 2026-09~7,1,0,0,0 05-23~62,16,11,5,0 07-26~129,45,23,13,0 07-18~93,18,4,1,0 08-12~76,26,6,5,0 06-17~268,30,17,10,0 06-07~176,54,27,12,0 2026-09M~7,1,0,0,0 05-22~79,21,17,2,0 2026-08~1197,438,200,108,8 06-13~704,23,9,4,0 all~15734,3280,1938,1084,10 08-17~70,22,10,4,0 05-03~84,14,0,0,0 07-07~309,29,21,10,0 07-16~76,23,11,7,0 07-28~145,49,34,15,0 06-30~519,161,91,51,0 07-14~128,32,17,9,0 07-13~138,35,20,7,0 05-29~174,54,39,16,0 08-10~49,11,4,1,0 05-13~106,9,6,4,0 05-27~116,26,18,10,0 05-21~53,22,14,6,0 06-14~359,12,6,1,0 06-28~469,166,90,45,0 07-30~103,26,13,3,0 05-31~191,55,30,14,0 05-30~140,39,22,10,0 2026-07M~713,156,85,50,0 05-16~42,13,8,7,0 06-04~146,41,23,11,0 06-19~249,37,21,10,0 07-01~415,104,55,35,0 2026-06~9521,1523,898,491,0 05-09~135,8,0,0,0 05-14~40,12,11,3,0 07-06~263,31,21,14,0 08-01~118,37,19,9,0 06-25~315,63,47,20,0 07-03~283,31,16,9,0 05-10~46,9,0,0,0 2026-05M~207,28,0,0,0 08-14~42,10,1,0,0 08-29~1,0,0,0,0 08-26~6,1,0,0,0 06-21~222,26,13,7,0 2026-07~3853,975,568,310,1 08-24~35,10,6,4,0 05-24~84,21,15,8,0 06-23~200,22,13,3,0 08-23~25,11,3,3,0 05-11~43,4,0,0,0 05-28~183,62,42,20,0 08-02~127,40,25,16,0 06-05~159,55,33,13,0 08-25~49,20,8,3,0 07-31~109,33,20,9,0 06-29~311,76,36,20,0 07-12~157,41,26,11,0 09-01~4,0,0,0,0 08-19~47,15,6,1,0 07-22~71,26,12,12,0 07-11~137,27,16,10,0 06-09~398,38,24,14,0 05-18~51,17,7,3,0 05-25~72,19,10,5,0 08-07~33,8,2,0,0 06-11~1447,68,33,16,0 07-09~72,10,3,1,0 06-12~1295,40,19,12,0 07-23~113,35,21,12,0 06-26~456,127,66,37,0 07-17~92,27,10,1,0 06-16~242,27,17,10,0 07-25~116,47,20,9,0 05-17~42,11,8,5,0 07-05~294,40,25,15,0 08-06~51,14,10,4,0 08-05~16,8,3,0,0 05-06~37,5,0,0,0 08-21~36,15,5,1,0 05-19~63,19,9,5,0 06-18~243,31,21,10,0 06-24~289,34,20,12,0 05-02~122,16,0,0,0 06-20~194,28,15,8,0 07-27~93,20,10,6,0 08-11~43,25,13,10,0 08-09~35,6,2,1,0 07-08~102,20,12,4,0 06-10~550,51,32,14,0 06-22~196,29,15,8,0 06-27~388,107,59,32,0 07-19~122,19,10,3,0 06-01~138,45,24,16,0 2026-08M~230,77,44,25,0 07-04~217,29,15,6,0 05-01~87,12,0,0,0 05-05~23,2,0,0,0 05-08~64,6,0,0,0 08-13~131,47,18,7,0 08-28~1,0,0,0,0 05-26~9,3,1,1,0 06-03~148,34,20,11,0 08-20~42,16,9,6,0 06-15~210,17,10,7,0 05-12~32,7,0,0,0 05-07~40,8,0,0,0 07-24~105,41,24,10,0 08-04~84,29,16,6,0 05-15~43,10,5,3,0 08-31~4,2,0,0,0 06-08~138,40,24,8,0 07-10~128,40,15,8,0 09-02~4,1,0,0,0 07-15~126,34,10,4,0 07-20~45,14,9,5,0 07-02~311,52,30,15,0 08-30~1,0,0,0,0 07-21~64,28,12,3,0 2026-06M~313,112,67,36,0 05-20~90,22,14,6,0 07-29~170,59,37,16,0 08-08~36,12,4,1,0 08-03~87,20,10,4,0 08-22~31,9,3,1,0 08-16~61,27,6,6,0 06-06~138,51,36,19,0 06-02~185,68,43,20,0 05-04~76,6,0,0,0 2026-05~2080,513,289,143,0 08-27~6,1,0,0,0 08-15~76,22,9,5,1
m.hungary-bonusesfinder.com|07-26~1,0,0,0,0 2026-06M~1,1,1,0,0 05-27~2,2,2,0,0 05-07~1,0,0,0,0 05-24~1,0,0,0,0 2026-05~14,8,4,1,0 05-15~1,1,1,1,0 07-25~1,0,0,0,0 06-12~2,1,1,0,0 2026-07~1,0,0,0,0 08-28~1,0,0,0,0 05-10~1,1,0,0,0 06-15~1,1,0,0,0 2026-06~6,4,4,1,0 06-27~1,1,1,1,0 05-08~2,1,0,0,0 05-02~1,1,0,0,0 05-31~1,0,0,0,0 06-25~2,1,1,0,0 05-22~1,1,1,0,0 05-01~1,1,0,0,0 06-02~1,1,1,0,0 2026-05M~2,2,0,0,0 05-03~1,1,0,0,0 all~18,12,8,3,0 06-07~1,1,1,0,0 07-11~1,0,0,0,0 05-30~1,0,0,0,0 2026-08~1,0,0,0,0 05-17~2,0,0,0,0
mobile.bonusfinder.com.ua|07-07~1,1,1,0,0 06-15~1,0,0,0,0 07-21~1,0,0,0,0 05-11~1,0,0,0,0 2026-08~2,2,1,1,0 05-27~2,1,0,0,0 07-04~1,0,0,0,0 2026-09~1,1,1,1,0 06-17~1,0,0,0,0 07-29~1,0,0,0,0 05-15~2,0,0,0,0 06-21~1,0,0,0,0 06-18~1,0,0,0,0 05-30~2,0,0,0,0 06-23~2,0,0,0,0 05-16~1,0,0,0,0 05-19~1,0,0,0,0 06-22~2,1,1,0,0 all~24,18,9,4,0 05-14~3,1,1,0,0 07-06~1,0,0,0,0 05-04~2,0,0,0,0 05-12~1,1,0,0,0 05-18~1,0,0,0,0 05-13~1,1,0,0,0 09-02~1,1,1,1,0 06-01~1,0,0,0,0 06-02~1,0,0,0,0 07-15~2,1,1,0,0 05-10~2,1,0,0,0 07-11~1,0,0,0,0 06-26~1,0,0,0,0 07-12~1,0,0,0,0 05-07~2,1,0,0,0 06-16~1,1,1,0,0 07-16~1,0,0,0,0 08-31~1,1,0,0,0 08-06~1,1,1,1,0 07-28~1,0,0,0,0 07-13~1,0,0,0,0 2026-06M~2,0,0,0,0 05-29~2,0,0,0,0 2026-06~7,4,3,1,0 05-06~1,1,0,0,0 07-05~1,1,1,0,0 05-17~1,0,0,0,0 2026-05~13,10,1,0,0 05-03~1,1,0,0,0 05-08~2,1,0,0,0 05-05~2,1,0,0,0 2026-09M~1,1,1,1,0 05-09~1,0,0,0,0 05-31~1,0,0,0,0 06-04~1,1,1,0,0 06-25~1,1,0,0,0 07-14~2,1,1,1,0 07-09~1,0,0,0,0 06-28~2,0,0,0,0 05-28~2,0,0,0,0 2026-07~6,3,3,1,0
montanablack-ra.joyzeit.live|2026-05~5,5,3,2,0 05-30~1,1,0,0,0 all~5,5,3,2,0 05-22~5,5,3,2,0 05-23~1,0,0,0,0
nostrabet.com|all~315,222,118,37,1 05-15~7,4,3,0,0 07-17~1,0,0,0,0 06-01~6,2,1,1,0 07-21~2,1,1,0,0 08-04~1,0,0,0,0 05-29~5,2,2,0,0 06-28~5,2,1,0,0 07-20~2,0,0,0,0 05-28~11,3,2,1,0 08-05~2,0,0,0,0 05-03~7,5,0,0,0 05-25~7,3,2,0,0 08-08~1,0,0,0,0 08-21~3,0,0,0,0 06-12~10,2,1,0,0 07-04~4,0,0,0,0 2026-07M~10,3,3,0,0 2026-06M~14,6,3,1,0 05-30~10,3,2,1,0 2026-08~93,58,36,11,1 06-05~7,2,1,1,0 07-13~4,2,0,0,0 08-01~4,2,0,0,0 07-24~5,4,2,0,0 08-10~6,1,0,0,0 06-23~5,0,0,0,0 08-13~8,4,2,0,0 06-20~6,2,2,0,0 07-07~10,4,3,0,0 08-22~7,3,1,0,0 06-11~11,2,1,0,0 07-25~3,1,0,0,0 05-13~5,3,1,1,0 05-18~4,3,2,1,0 06-06~5,1,1,0,0 05-01~4,3,0,0,0 07-09~3,1,1,0,0 2026-08M~6,2,0,0,0 06-09~14,5,4,2,0 05-17~5,2,1,0,0 06-04~4,1,1,0,0 07-12~1,1,1,0,0 08-27~7,3,2,1,0 06-14~8,2,1,0,0 07-02~7,1,1,0,0 06-02~11,4,2,0,0 08-31~5,1,1,0,0 07-14~4,2,2,0,0 05-05~5,3,0,0,0 08-28~3,1,1,0,0 07-08~3,0,0,0,0 08-16~2,2,1,0,0 06-25~8,2,1,0,0 05-14~5,1,1,0,0 05-16~4,2,1,1,0 06-08~5,1,1,0,0 08-06~1,0,0,0,0 07-23~3,0,0,0,0 05-31~4,2,1,1,0 08-30~4,3,1,0,0 06-03~4,1,0,0,0 07-15~2,0,0,0,0 05-23~4,2,1,0,0 05-20~3,1,1,0,0 07-28~2,1,0,0,0 08-18~8,6,4,1,0 07-16~2,1,0,0,0 08-07~1,0,0,0,0 07-22~1,1,0,0,0 2026-07~70,29,17,3,0 05-21~6,2,1,0,0 07-29~5,1,1,0,0 07-01~6,2,2,0,0 08-24~7,3,2,0,0 05-09~5,4,0,0,0 06-17~4,3,3,1,0 07-30~2,0,0,0,0 08-15~3,1,0,0,0 06-26~6,2,1,1,0 05-12~5,3,0,0,0 06-29~7,2,1,0,0 2026-05M~10,8,0,0,0 07-31~1,0,0,0,0 09-02~3,0,0,0,0 06-27~5,1,1,0,0 08-14~3,1,1,0,0 2026-09~4,0,0,0,0 05-27~5,1,0,0,0 07-27~3,1,0,0,0 08-02~2,0,0,0,0 06-16~9,1,1,1,0 05-08~4,1,0,0,0 08-25~9,5,3,0,0 2026-06~113,60,42,12,0 05-22~8,3,0,0,0 07-11~1,0,0,0,0 06-07~7,3,2,1,0 05-19~3,2,1,0,0 08-09~8,4,2,1,0 05-24~5,2,1,0,0 06-13~14,2,2,1,0 08-20~6,3,3,2,0 07-05~3,1,0,0,0 07-26~7,1,0,0,0 06-30~12,2,1,0,0 08-03~6,4,3,1,0 06-18~4,0,0,0,0 05-06~7,4,0,0,0 05-02~6,5,0,0,0 06-22~9,1,1,0,0 08-11~4,3,2,0,0 07-06~6,2,2,1,0 06-10~18,5,3,0,0 08-23~2,1,1,1,0 06-15~11,4,4,0,0 08-26~6,3,2,1,0 07-03~2,0,0,0,0 05-07~4,3,0,0,0 06-19~6,2,1,0,0 08-29~2,0,0,0,0 05-04~7,5,0,0,0 08-19~2,1,1,0,0 05-11~8,7,0,0,0 07-19~4,0,0,0,0 06-21~5,2,1,0,0 08-12~4,1,1,0,0 05-10~7,3,0,0,0 07-18~2,1,1,1,0 2026-05~111,82,23,7,0 06-24~7,3,2,0,0 08-17~3,3,2,1,0 09-01~1,0,0,0,0 2026-09M~4,0,0,0,0 05-26~4,0,0,0,0
onlinegames-de.store|2026-08M~4,3,2,1,1 08-10~1,0,0,0,0 08-05~1,1,1,1,0 08-03~5,1,1,0,0 all~11,7,5,2,1 08-04~2,2,1,0,0 2026-08~11,7,5,2,1 08-02~4,3,2,1,1
org.telegram.messenger|07-21~1,1,1,0,0 06-21~1,1,0,0,0 06-30~3,2,1,0,0 2026-07~39,12,6,1,0 05-28~5,1,0,0,0 2026-09M~1,0,0,0,0 06-25~1,1,0,0,0 all~88,30,19,4,0 07-07~1,1,1,0,0 07-05~1,0,0,0,0 2026-05~11,2,1,1,0 05-16~1,0,0,0,0 06-04~2,0,0,0,0 06-05~10,4,2,0,0 07-29~27,6,2,1,0 06-03~2,1,1,0,0 05-30~1,0,0,0,0 2026-07M~6,3,2,0,0 06-23~1,0,0,0,0 2026-06M~1,0,0,0,0 05-27~2,1,1,1,0 2026-08~1,0,0,0,0 06-26~1,1,0,0,0 06-01~1,0,0,0,0 06-08~8,5,5,2,0 07-10~1,0,0,0,0 07-01~6,3,2,0,0 2026-06~39,17,12,2,0 06-06~8,2,2,0,0 06-24~1,0,0,0,0 06-07~4,1,1,0,0 07-17~1,0,0,0,0 2026-09~1,0,0,0,0 05-23~1,0,0,0,0 08-28~1,0,0,0,0 07-20~1,1,0,0,0 05-11~1,0,0,0,0 07-12~1,0,0,0,0 09-01~1,0,0,0,0
org.telegram.messenger.web|2026-07~3,1,1,1,0 06-27~1,1,0,0,0 07-29~3,1,1,1,0 06-06~4,3,1,1,0 06-08~3,0,0,0,0 all~18,7,3,2,0 06-07~4,2,1,0,0 06-05~3,0,0,0,0 2026-06~15,6,2,1,0
osacea.com|07-26~4,2,0,0,0 07-05~192,20,0,0,0 08-11~1,0,0,0,0 2026-06~697,99,5,1,0 08-17~2,0,0,0,0 08-03~1,1,0,0,0 07-16~3,1,0,0,0 06-29~87,15,1,0,0 08-15~2,0,0,0,0 07-21~2,1,0,0,0 07-04~164,13,0,0,0 08-01~1,1,0,0,0 08-05~1,1,0,0,0 07-17~1,1,0,0,0 08-07~1,0,0,0,0 07-08~78,4,0,0,0 07-15~2,0,0,0,0 07-11~3,0,0,0,0 07-03~131,28,2,1,0 2026-07~984,126,4,1,0 07-02~99,13,0,0,0 07-12~1,0,0,0,0 07-20~3,1,0,0,0 07-27~2,1,0,0,0 07-19~2,0,0,0,0 07-10~2,0,0,0,0 07-06~108,9,0,0,0 06-25~127,21,2,1,0 06-26~85,12,0,0,0 07-18~3,1,0,0,0 2026-07M~185,34,0,0,0 08-14~1,1,0,0,0 all~1671,223,9,2,0 06-27~106,16,1,0,0 07-13~4,1,0,0,0 06-28~187,24,1,0,0 07-30~2,0,0,0,0 07-07~123,17,2,0,0 08-13~1,1,0,0,0 2026-08M~1,1,0,0,0 2026-08~9,3,0,0,0 07-29~1,0,0,0,0 07-01~87,21,0,0,0 06-30~109,11,0,0,0 07-25~1,0,0,0,0 08-09~1,1,0,0,0
plinko-game.org.za|06-03~2,1,1,1,0 2026-06M~3,1,1,1,0 05-02~1,0,0,0,0 06-02~2,1,1,1,0 06-15~1,0,0,0,0 05-25~4,4,3,2,0 06-01~1,0,0,0,0 2026-06~10,4,3,2,0 05-24~1,1,1,1,0 06-11~1,1,1,0,0 06-10~1,0,0,0,0 05-22~1,1,1,1,0 06-09~1,0,0,0,0 05-01~3,2,0,0,0 06-08~1,1,0,0,0 05-13~3,0,0,0,0 2026-05M~3,2,0,0,0 05-16~3,2,1,1,0 05-14~1,1,0,0,0 all~40,20,11,9,0 05-19~1,0,0,0,0 05-20~2,1,1,1,0 2026-05~31,16,8,6,0 05-29~3,0,0,0,0 05-23~1,0,0,0,0 05-17~1,0,0,0,0 05-27~1,0,0,0,0 05-26~1,0,0,0,0 05-04~1,1,0,0,0 05-21~2,2,1,0,0 05-05~3,1,0,0,0
pt.pornhub.com|08-26~526,44,0,0,0 08-18~627,31,0,0,0 08-07~522,167,0,0,0 08-16~832,36,0,0,0 08-28~394,29,0,0,0 08-14~321,21,0,0,0 08-13~3,2,0,0,0 2026-09~2,0,0,0,0 08-30~1,1,0,0,0 08-01~1276,846,2,0,0 08-06~479,174,0,0,0 08-03~1321,835,2,2,0 07-29~696,421,0,0,0 08-31~4,0,0,0,0 08-12~217,69,0,0,0 08-22~534,39,0,0,0 2026-08~14868,4040,5,3,1 08-11~630,120,0,0,0 08-09~324,112,1,1,1 08-23~594,40,0,0,0 2026-09M~2,0,0,0,0 all~17926,5814,7,3,1 08-17~621,45,0,0,0 08-25~673,35,0,0,0 08-05~429,164,0,0,0 08-27~368,31,0,0,0 08-08~532,153,0,0,0 2026-08M~2674,1796,2,0,0 09-01~2,0,0,0,0 08-19~624,25,0,0,0 08-04~539,216,0,0,0 07-28~360,19,0,0,0 08-24~720,37,0,0,0 07-31~950,605,1,0,0 08-10~308,74,0,0,0 08-15~716,42,0,0,0 08-20~467,28,0,0,0 2026-07~3258,1888,2,0,0 08-02~1423,966,0,0,0 07-30~1205,866,1,0,0 08-21~497,33,0,0,0 08-29~13,4,0,0,0 07-27~94,2,0,0,0
r.email3.slotscalendar.com|06-27~8,0,0,0,0 2026-07~2,1,1,0,0 2026-06~21,5,4,0,0 06-28~5,2,2,0,0 06-29~6,2,1,0,0 all~22,6,5,0,0 07-05~1,0,0,0,0 07-20~1,1,1,0,0 06-30~2,1,1,0,0
romania-casinobonusesfinder.com|05-04~1,1,0,0,0 2026-07~1,1,0,0,0 05-03~2,1,0,0,0 05-17~1,1,1,1,0 2026-05M~8,5,0,0,0 05-08~2,0,0,0,0 08-28~2,1,1,0,0 07-08~1,1,0,0,0 08-16~2,1,1,0,0 05-21~1,1,0,0,0 2026-05~18,12,3,2,0 2026-08~6,3,3,1,0 05-01~2,2,0,0,0 08-17~1,0,0,0,0 all~26,16,6,3,0 08-19~1,0,0,0,0 05-22~1,1,1,0,0 05-29~1,1,1,1,0 05-23~1,0,0,0,0 05-05~1,1,0,0,0 2026-06~1,0,0,0,0 08-05~2,1,0,0,0 06-03~1,0,0,0,0 05-09~1,0,0,0,0 08-09~1,1,1,0,0 05-02~6,3,0,0,0 05-30~1,0,0,0,0
roulette77.us|05-04~1,0,0,0,0 2026-06~36,23,6,5,0 2026-07M~1,0,0,0,0 2026-08~1,1,0,0,0 07-01~1,0,0,0,0 05-09~3,2,0,0,0 05-29~6,4,3,2,0 05-25~4,3,2,2,0 06-28~1,0,0,0,0 05-31~4,3,0,0,0 all~94,69,26,20,0 06-30~1,0,0,0,0 05-12~4,3,0,0,0 05-24~2,2,1,1,0 06-01~4,4,1,1,0 05-21~2,1,1,0,0 06-05~1,1,1,0,0 05-19~4,2,1,1,0 06-07~3,2,1,0,0 06-11~11,8,0,0,0 08-22~1,1,0,0,0 2026-06M~8,7,2,2,0 2026-07~2,1,0,0,0 05-30~5,4,3,3,0 08-06~1,0,0,0,0 05-15~2,2,1,1,0 08-05~1,0,0,0,0 05-28~6,5,3,3,0 05-01~2,2,0,0,0 06-02~4,3,1,1,0 05-14~4,1,0,0,0 05-17~1,0,0,0,0 06-09~1,1,1,1,0 05-07~1,1,0,0,0 05-27~3,1,1,0,0 05-11~1,0,0,0,0 05-22~3,3,3,2,0 07-16~1,1,0,0,0 05-08~2,1,0,0,0 06-08~4,1,1,1,0 06-04~2,1,0,0,0 05-05~4,2,0,0,0 07-04~1,1,0,0,0 06-06~4,2,1,1,0 05-18~2,2,1,0,0 06-03~2,1,0,0,0 06-25~1,0,0,0,0 2026-05~62,44,20,15,0 05-26~1,0,0,0,0 06-13~2,0,0,0,0 05-20~2,1,0,0,0 05-10~2,1,0,0,0 2026-05M~2,2,0,0,0 05-03~1,1,0,0,0 06-22~1,0,0,0,0 06-10~2,0,0,0,0
search.brave.com|07-14~4,1,1,1,1 08-14~3,0,0,0,0 06-20~3,0,0,0,0 2026-07M~2,0,0,0,0 06-06~3,2,1,0,0 08-03~2,0,0,0,0 08-13~2,0,0,0,0 05-08~2,1,0,0,0 05-02~2,1,0,0,0 08-27~2,0,0,0,0 07-03~2,0,0,0,0 08-07~3,0,0,0,0 06-03~6,1,1,0,0 09-02~2,1,0,0,0 08-24~1,0,0,0,0 08-18~2,0,0,0,0 06-29~2,0,0,0,0 07-31~1,0,0,0,0 2026-06~81,58,56,3,2 07-17~3,0,0,0,0 06-04~3,0,0,0,0 06-22~1,0,0,0,0 05-11~3,0,0,0,0 all~118,73,60,6,5 06-14~1,0,0,0,0 08-10~2,0,0,0,0 05-06~4,0,0,0,0 06-15~3,0,0,0,0 08-31~2,0,0,0,0 07-21~3,1,0,0,0 07-18~3,0,0,0,0 2026-07~9,3,2,2,2 07-25~3,0,0,0,0 07-13~1,0,0,0,0 05-31~4,0,0,0,0 05-20~2,0,0,0,0 05-23~2,0,0,0,0 2026-05~36,13,3,1,1 05-12~5,1,0,0,0 06-30~1,0,0,0,0 07-28~1,0,0,0,0 05-30~6,1,0,0,0 07-20~3,0,0,0,0 05-05~3,0,0,0,0 08-21~3,0,0,0,0 06-16~3,0,0,0,0 08-11~2,0,0,0,0 07-29~2,0,0,0,0 06-21~2,0,0,0,0 2026-09~3,1,0,0,0 05-07~2,1,0,0,0 07-15~3,1,1,1,1 05-17~3,1,1,0,0 05-18~2,0,0,0,0 2026-09M~3,1,0,0,0 06-13~1,0,0,0,0 05-26~4,0,0,0,0 08-06~2,0,0,0,0 2026-08~12,0,0,0,0 07-12~1,0,0,0,0 08-02~1,0,0,0,0 08-29~1,0,0,0,0 08-09~1,0,0,0,0 06-12~3,1,1,0,0 05-28~3,0,0,0,0 07-09~1,0,0,0,0 06-11~4,1,0,0,0 07-06~1,0,0,0,0 05-03~4,1,0,0,0 2026-08M~3,0,0,0,0 07-02~2,0,0,0,0 06-09~54,51,51,0,0 07-11~2,0,0,0,0 07-01~1,0,0,0,0 06-19~4,0,0,0,0 05-14~4,1,1,1,1 05-25~5,0,0,0,0 06-05~2,0,0,0,0 07-05~2,0,0,0,0 08-04~1,0,0,0,0 08-22~1,0,0,0,0 07-22~2,0,0,0,0 06-23~2,0,0,0,0 2026-06M~8,0,0,0,0 07-26~2,0,0,0,0 06-18~2,0,0,0,0 08-08~1,0,0,0,0 05-24~2,0,0,0,0 06-07~3,1,1,1,1 07-24~2,0,0,0,0 08-17~1,0,0,0,0 05-15~4,0,0,0,0 08-01~3,0,0,0,0 08-23~2,0,0,0,0 07-30~1,0,0,0,0 06-28~1,0,0,0,0 06-10~7,2,2,0,0 07-08~1,0,0,0,0 06-25~2,0,0,0,0 07-16~1,0,0,0,0 07-10~1,0,0,0,0 06-08~1,0,0,0,0 08-19~2,0,0,0,0 09-01~1,0,0,0,0 05-04~3,0,0,0,0 06-27~2,0,0,0,0 2026-05M~2,1,0,0,0 05-10~1,0,0,0,0 05-21~2,1,1,0,0 05-13~7,3,0,0,0 05-16~3,0,0,0,0 05-19~2,0,0,0,0 06-24~2,0,0,0,0 06-26~1,0,0,0,0 05-29~3,0,0,0,0 08-25~1,0,0,0,0 07-04~2,0,0,0,0 05-22~3,0,0,0,0 06-17~2,0,0,0,0 07-07~2,0,0,0,0 06-02~3,0,0,0,0 08-12~1,0,0,0,0 08-16~1,0,0,0,0 05-27~3,1,0,0,0 08-20~1,0,0,0,0 07-23~3,0,0,0,0 06-01~7,0,0,0,0 07-19~3,0,0,0,0
sigma.world|2026-06~5,3,3,3,0 08-06~1,0,0,0,0 09-02~3,3,1,1,0 06-23~1,0,0,0,0 2026-08~33,23,17,12,0 all~52,38,26,21,0 08-08~1,1,1,1,0 07-30~1,1,1,1,0 08-27~1,0,0,0,0 09-01~2,1,1,1,0 08-23~1,1,0,0,0 05-13~1,0,0,0,0 07-05~2,0,0,0,0 07-17~1,1,1,1,0 08-26~3,3,3,1,0 08-04~1,0,0,0,0 08-29~4,4,2,1,0 07-26~1,0,0,0,0 08-31~3,3,2,1,0 06-26~2,1,1,1,0 08-17~1,0,0,0,0 08-18~1,0,0,0,0 08-07~1,1,1,1,0 2026-05~8,6,2,2,0 05-07~1,1,0,0,0 08-14~1,1,0,0,0 05-23~2,1,1,1,0 2026-05M~1,1,0,0,0 2026-07~6,2,2,2,0 06-13~1,0,0,0,0 06-22~1,1,1,1,0 08-24~1,0,0,0,0 08-20~2,1,1,1,0 05-22~1,1,1,1,0 08-22~1,1,1,1,0 08-15~1,1,1,0,0 05-06~1,1,0,0,0 07-22~1,0,0,0,0 08-10~2,1,1,1,0 08-13~2,2,1,1,0 08-16~1,1,1,1,0 2026-09M~5,4,2,2,0 08-19~2,0,0,0,0 2026-09~5,4,2,2,0 05-01~1,1,0,0,0 06-07~1,0,0,0,0 05-09~1,1,0,0,0 08-03~1,0,0,0,0 08-25~2,2,2,2,0 06-17~1,1,1,1,0
